sentenceID,labels.rhetClass,enrichmentSet.rhetClass,text
1802756P66S5,,EvidenceSentence,"Tellingly, nothing in the record shows that the Veteran's stopped working in 2010 solely due to his service-connected PTSD and alcohol use disorder."
1802756P66S6,,EvidenceSentence,"In fact, it appears from his statements to the March 2017 VA examiner that his low back disability played as much as a role as his PTSD and alcohol use disorder for his stopping to work."
1802756P66S7,,EvidenceSentence,"Likewise, while the record shows the Veteran is socially isolated, he also told the March 2017 examiner that he gets along ""fairly well"" with his mother, he regularly sees his father, is in contact with one of his four siblings and they have am okay relationship."
1802756P66S8,,ReasoningSentence,"Moreover, while the Veteran has some memory loss, there is no evidence of memory loss for names of close relatives, own occupation, or own name."
1802756P66S9,,ReasoningSentence,"Similarly, the Board finds that there is also no evidence in the record of persistent delusions, hallucinations, gross impairment in thought processes/communication, or of disorientation to time or place."
1802756P66S10,,EvidenceSentence,Grossly inappropriate behavior as well as an inability to perform activities of daily living (including maintenance of minimal personal hygiene) has also not been shown.
1802756P66S11,,EvidenceSentence,"Moreover, while he had suicidal ideation with a gesture, the record is negative for a plan or any evidence that he is a persistent danger of hurting others."
1802756P67S2,,EvidenceSentence,"In this regard, at the May 2013 VA examination the examiner did not report that the Veteran's adverse symptomatology included panic attacks; flattened affect; circumstantial, circumlocutory, or stereotyped, intermittently illogical, obscure, or irrelevant speech; difficulty in understanding complex commands; impaired judgment or abstract thinking; gross impairment in thought processes or communication; obsessional rituals; impaired impulse control; spatial disorientation; delusions; hallucinations; grossly inappropriate behavior; persistent danger of hurting others; neglect of personal appearance and hygiene; an inability to perform activities of daily living; and disorientation to time or place."
1802756P67S3,,EvidenceSentence,"Similarly, at the March 2017 VA examination it was opined that the Veteran was casually dressed and appropriately groomed; he was oriented in all three spheres; he was pleasant, cooperative, and maintained good eye contact; his affect was appropriate; his thought process was linear; and there was no evidence of psychosis;"
1802756P68S2,,FindingSentence,"Accordingly, the Board finds that the preponderance of the evidence shows that the Veteran's PTSD and alcohol use disorder is not manifested by symptomatology that causes total occupational and social impairment at any time during the pendency of the appeal."
1802756P68S3,,CitationSentence,See Owens.
1802756P68S4,,FindingSentence,"Therefore, the Board finds that the criteria for a 100 percent rating are not met for the Veteran's PTSD and alcohol use disorder at any period during the appeal."
1802756P68S5,,CitationSentence,See 38 C.F.R. Â§ 4.130; Fenderson.
1802756P69S1,,Sentence,ORDER
1802756P70S2,,Sentence,Service connection for a bilateral hip disability is denied.
1802756P71S2,,Sentence,Service connection for a neck disability is denied.
1802756P72S2,,Sentence,"From January 13, 2013, an initial 70 percent rating for PTSD and alcohol use disorder, but no higher, is granted subject to the applicable laws and regulations governing the payment of monetary benefits."
1802756P73S1,,Sentence,REMAND
1802756P74S2,,ReasoningSentence,"As to the claim for higher evaluations for a low back disability, the Board finds that none of the existing VA examinations included range of motion testing in both active and passive motion, weight-bearing, and non-weight-bearing situations as well as opinions as to the Veteran's range of motion during flare-ups."
1802756P74S3,,CitationSentence,"See Sharp v. Shulkin, 29 Vet. App. 26 (2017)."
1802756P74S4,,ReasoningSentence,"As such, the Board finds that another remand is necessary to provide the Veteran with a new VA examination to conduct the appropriate range of motion testing."
1802756P74S5,,CitationSentence,See 38 U.S.C.A. Â§ 5103A(d) (West 2014).
1802756P75S2,,ReasoningSentence,"As to the claim for a TDIU prior to January 13, 2013, the Board finds that this issue must also be remanded because its adjudication is inextricably intertwined with the above issue."
1802756P75S3,,CitationSentence,"See Harris v. Derwinski, 1 Vet. App. 180, 183 (1991) (where a claim is inextricably intertwined with another claim, the claims must be adjudicated together in order to enter a final decision on the matter)."
1802756P76S1,,EvidenceSentence,"Accordingly, these issues are REMANDED to the AOJ for the following actions:"
1802756P77S2,,Sentence,1.
1802756P77S3,,EvidenceSentence,"After obtaining authorizations from the Veteran, associate with the claims file any outstanding private treatment records."
1802756P78S2,,Sentence,2.
1802756P78S3,,EvidenceSentence,Associate with the claims file all of the Veteran's post-January 2017 treatment records from the Providence VA Medical Center.
1802756P79S2,,Sentence,3.
1802756P79S3,,ReasoningSentence,"Notify the Veteran and his representative that they can submit lay statements from the claimant and from other individuals who have first-hand knowledge of the problems caused by his low back disability to include all problems with employment prior to January 13, 2013."
1802756P79S4,,Sentence,Provide them a reasonable time to submit this evidence.
1802756P80S2,,Sentence,4.
1802756P80S3,,EvidenceSentence,"Schedule the Veteran for appropriate VA examinations to determine the nature and severity of his low back disability from September 19, 2011."
1802756P80S4,,EvidenceSentence,The claims file should be made available to and reviewed by the examiner and all necessary tests should be performed.
1802756P80S5,,Sentence,All findings should be reported in detail.
1802756P81S2,,Sentence,A. Range of Motion Studies:
1802756P82S2,,EvidenceSentence,"The examiner should identify all low back pathology found to be present since September 19, 2011."
1802756P83S2,,EvidenceSentence,"The examiner should conduct all indicated tests and studies, to include range of motion studies."
1802756P83S3,,Sentence,Full range of motion testing must be performed where possible.
1802756P83S4,,Sentence,"The joints involved should be tested in both active and passive motion, in weight-bearing and non weight-bearing."
1802756P83S5,,EvidenceSentence,"If the examiner is unable to conduct the required testing or concludes that the required testing is not necessary in this case, he or she should clearly explain why that is so."
1802756P84S2,,EvidenceSentence,"The examiner should describe any pain, weakened movement, excess fatigability, instability of station and incoordination present."
1802756P85S2,,EvidenceSentence,The examiner should also state whether the examination is taking place during a period of flare-up.
1802756P85S3,,EvidenceSentence,"If not, the examiner should ask the Veteran to describe the flare-ups he experiences, including: frequency, duration, characteristics, precipitating and alleviating factors, severity and/or extent of functional impairment he experiences during a flare-up of symptoms and/or after repeated use over time."
1802756P86S2,,EvidenceSentence,"Based on the Veteran's lay statements and the other evidence of record, the examiner should provide an opinion estimating any additional degrees of limited motion caused by functional loss during a flare-up and after repeated use over time."
1802756P87S2,,LegalRuleSentence,"If the examiner cannot estimate the degrees of additional range of motion loss during flare-ups and/or after repetitive use without resorting to speculation, the examiner should state whether the need to speculate is caused by a deficiency in the state of general medical knowledge (i.e."
1802756P87S3,,EvidenceSentence,no one could respond given medical science and the known facts) or by a deficiency in the record or the examiner (i.e.
1802756P87S4,,EvidenceSentence,"additional facts are required, or the examiner does not have the needed knowledge or training)."
1802756P88S2,,Sentence,B. Other Findings:
1802756P89S2,,EvidenceSentence,"The examiner should state whether the low back disability is productive of any incapacitating episodes, which are defined as periods of acute signs and symptoms that require bed rest prescribed by a physician or treatment by a physician, and if so, the frequency and duration."
1802756P90S2,,EvidenceSentence,The examiner should also state whether the low back disability is productive of any bowel or bladder problems.
1802756P91S2,,Sentence,5.
1802756P91S3,,Sentence,Then adjudicate the appeal.
1802756P91S4,,Sentence,"If any benefit sought on appeal is not granted in full, furnish the Veteran a supplemental statement of the case (SSOC)."
1802756P91S5,,Sentence,The Veteran should be given an appropriate opportunity for response before returning the appeal to the Board.
1802756P92S2,,Sentence,The appellant has the right to submit additional evidence and argument on the matter or matters the Board has remanded.
1802756P92S3,,CitationSentence,"Kutscherousky v. West, 12 Vet. App. 369 (1999)."
1802756P93S2,,ReasoningSentence,These claims must be afforded expeditious treatment.
1802756P93S3,,LegalRuleSentence,The law requires that all claims that are remanded by the Board or by the United States Court of Appeals for Veterans Claims for additional development or other appropriate action must be handled in an expeditious manner.
1802756P93S4,,CitationSentence,"See 38 U.S.C.A. Â§Â§ 5109B, 7112 (West 2014)."
1802756P94S2,,Sentence,______________________________________________
1802756P95S2,,Sentence,STEVEN D. REISS
1802756P96S2,,Sentence,"Veterans Law Judge, Board of Veterans' Appeals"
1802756P97S2,,Sentence,Department of Veterans Affairs
1802857P1S1,,Sentence,Citation Nr: 1802857
1802857P2S1,,Sentence,Decision Date: 01/12/18    Archive Date: 01/23/18
1802857P3S1,,EvidenceSentence,DOCKET NO.  14-22 612)	DATE
1802857P4S2,,Sentence,On appeal from the
1802857P5S2,,Sentence,"Department of Veterans Affairs Regional Office in Winston-Salem, North Carolina"
1802857P6S1,,Sentence,THE ISSUE
1802857P7S2,,Sentence,Entitlement to service connection for posttraumatic stress disorder (PTSD).
1802857P8S1,,Sentence,REPRESENTATION
1802857P9S2,,Sentence,"Veteran represented by:  Michael R. Viterna, Attorney"
1802857P10S2,,Sentence,WITNESSES AT HEARING ON APPEAL
1802857P11S2,,EvidenceSentence,The Veteran and his spouse
1802857P12S1,,Sentence,ATTORNEY FOR THE BOARD
1802857P13S2,,Sentence,"M. Gonzalez, Associate Counsel"
1802857P14S1,,Sentence,INTRODUCTION
1802857P15S2,,EvidenceSentence,The Veteran served on active duty from May 1968 to May 1970.
1802857P16S2,,Sentence,
1802857P17S2,,Sentence,"This matter comes before the Board of Veterans' Appeals (Board) on appeal from a September 2013 rating decision from the Department of Veterans (VA) Regional Office (RO) in Winston-Salem, North Carolina."
1802857P18S2,,Sentence,
1802857P19S2,,EvidenceSentence,"In January 2017, the Veteran testified during a videoconference hearing before the undersigned Veterans Law Judge."
1802857P19S3,,Sentence,A transcript of the hearing is of record.
1802857P20S2,,Sentence,
1802857P21S2,,Sentence,In June 2014 and September 2016 the Board remanded the issue on appeal for additional development.
1802857P21S3,,Sentence,The issue has returned to the Board for appellate review.
1802857P22S2,,Sentence,
1802857P23S1,,Sentence,FINDING OF FACT
1802857P24S2,,FindingSentence,The Veteran has a current diagnosis of PTSD related to his active duty service.
1802857P25S1,,Sentence,CONCLUSION OF LAW
1802857P26S2,,FindingSentence,The criteria for service connection for PTSD have been met.
1802857P26S3,,CitationSentence,"38 U.S.C. Â§Â§ 1110, 5107 (2012); 38 C.F.R. Â§Â§ 3.102, 3.303, 3.304(f) (2017)."
1802857P27S1,,Sentence,REASONS AND BASES FOR FINDING AND CONCLUSION
1802857P28S2,,Sentence,"The Veteran seeks service connection for PTSD, which he asserts was caused by in-service trauma."
1802857P28S3,,LegalRuleSentence,Service connection for PTSD requires: (1) medical evidence diagnosing PTSD in accordance with criteria set forth in the Diagnostic and Statistical Manual of Mental Disorders (DSM); (2) credible supporting evidence that the claimed in-service stressor actually occurred; and (3) medical evidence of a link between current symptomatology and the claimed in-service stressor.
1802857P28S4,,CitationSentence,"38 C.F.R. Â§ 3.304(f); see also Cohen v. Brown, 10 Vet. App. 128 (1997)."
1802857P29S2,,Sentence,
1802857P30S2,,LegalRuleSentence,A veteran's lay testimony alone may establish the occurrence of the claimed in-service stressor in certain circumstances.
1802857P30S3,,LegalRuleSentence,"These circumstances include when (1) the evidence establishes a diagnosis of PTSD during service and the claimed stressor is related to that service and consistent with the circumstances, conditions, or hardships of the veteran's service; (2) the evidence establishes that the veteran engaged in combat with the enemy and the stressor is related to that combat and consistent with the circumstances, conditions, or hardships of the veteran's service; (3) the stressor claimed by the veteran is related to the veteran's fear of hostile military or terrorist activity and a VA psychiatrist or psychologist, or a psychiatrist or psychologist with whom VA has contracted, confirms that the stressor is adequate to support a diagnosis of PTSD and that the veteran's symptoms are related to the claimed stressor, provided that the stressor is consistent with the places, types, and circumstances of the veteran's service; and, (4) the evidence establishes that the veteran was a prisoner-of-war and the claimed stressor is related to that prisoner-of-war experience and is consistent with the circumstances, condition, or hardships of the veteran's service."
1802857P30S4,,CitationSentence,38 C.F.R. Â§ 3.304(f)(1)-(4).
1802857P30S5,,LegalRuleSentence,The lay testimony can be rebutted by clear and convincing evidence to the contrary.
1802857P30S6,,CitationSentence,Id.
1802857P31S2,,Sentence,
1802857P32S2,,LegalRuleSentence,"Where the claimed stressor is not related to combat, a veteran's lay testimony alone will not be enough to establish the occurrence of the alleged stressor."
1802857P32S3,,CitationSentence,"See Moreau v. Brown, 9 Vet. App. 389, 395 (1996); see also Dizoglio v. Brown, 9 Vet. App. 163, 166 (1996)."
1802857P32S4,,LegalRuleSentence,"In such cases, the record must contain service records or other corroborative evidence which substantiates or verifies the veteran's testimony or statements as to the occurrence of the claimed stressor."
1802857P32S5,,CitationSentence,"See West (Carlton) v. Brown, 7 Vet. App. 70, 76 (1994); see also Zarycki v. Brown, 6 Vet. App. 91, 98 (1993)."
1802857P32S6,,LegalRuleSentence,"Moreover, a medical opinion diagnosing PTSD does not suffice to verify the occurrence of a claimed in-service stressor."
1802857P32S7,,CitationSentence,"See Moreau, 9 Vet. App. at 395; see also Cohen, 10 Vet. App. at 142."
1802857P33S2,,Sentence,
1802857P34S2,,EvidenceSentence,"The Veteran asserts that he has PTSD due to his service in Okinawa, Japan as a Riot Control Officer and his experiences unloading combat damaged vehicles from the Republic of Vietnam."
1802857P34S3,,EvidenceSentence,During the January 2017 Board hearing the Veteran described his stressor incidents.
1802857P34S4,,EvidenceSentence,He testified that while he was stationed in Okinawa from October 1968 to May 1970 he witnessed several riots take place.
1802857P34S5,,EvidenceSentence,"He described incidents where rioters would attempt to enter the loading docks where he worked; that rioters threw bricks, rocks and bottles, and on one occasion he was struck in the face."
1802857P34S6,,EvidenceSentence,The Veteran testified that he had seen people pulled from their cars and the cars set on fire and turned over.
1802857P34S7,,EvidenceSentence,"He described an occasion when he was driving with his family and another service member's family when rioters surrounded, stopped his car, and struck his car."
1802857P34S8,,EvidenceSentence,The Veteran's wife testified to her recollection of the event as a passenger in the car.
1802857P34S9,,EvidenceSentence,She testified that during the Veteran's Okinawa service she remembered the Veteran coming home with bruises and blood on his body.
1802857P34S10,,EvidenceSentence,The Veteran testified that he experiences nightmares due to his service in Okinawa.
1802857P34S11,,EvidenceSentence,"Service records establish that the Veteran served with the 412th Transportation Company in Okinawa, Japan beginning in October 1968."
1802857P34S12,,EvidenceSentence,"A July 1969 disposition form reflects that the Veteran requested that his wife, who was with him in Okinawa at the time, be given a permanent residence visa."
1802857P34S13,,EvidenceSentence,A response from the Defense Personnel Records Information Retrieval System (DPRIS) indicates that unit records from the 412th Transportation Company from 1968 to 1970 could not be located.
1802857P35S2,,Sentence,
1802857P36S2,,EvidenceSentence,In his statements in support of service connection for PTSD the Veteran asserted that he was assigned riot control duty several times during his service in Okinawa and that he was subjected to hand-to-hand combat with rioters.
1802857P36S3,,EvidenceSentence,He reported that he sustained a minor injury to his nose and witnessed a woman and two children who were dragged from their car and the car was set on fire.
1802857P36S4,,EvidenceSentence,He reported that he continues to experience flashbacks from these events.
1802857P36S5,,EvidenceSentence,He also reported that when combat damaged vehicles would arrive from Vietnam he would find human remains in the vehicles.
1802857P37S2,,EvidenceSentence,"Statements submitted by and on behalf of the Veteran, including statements from other servicemen with the 412th Transportation Company, describe riots that took place in Okinawa during the time period that the Veteran was stationed there."
1802857P37S3,,EvidenceSentence,The lay statements reflect that riots frequently occurred at the ports and that riot control units comprised of service members were often called in to disperse the crowd.
1802857P37S4,EvidenceSentence,Sentence,"They asserted that the rioters would often throw bricks, rocks, bottles and Molotov cocktails."
1802857P37S5,,Sentence,In September 2013 the RO made a formal finding of a lack of information required to corroborate stressors associated with the Veteran's service connection claim for PTSD.
1802857P38S2,,Sentence,
1802857P39S2,,FindingSentence,"Upon review, the Board finds that the Veteran has consistently and credibly reported the details of his alleged in-service stressor, and there is sufficient credible, supporting documentation for the Veteran's assertions that the Veteran experienced the described riots in Okinawa, Japan during active duty."
1802857P40S2,,Sentence,
1802857P41S2,,EvidenceSentence,VA treatment records reflect that the Veteran undergoes treatment for his PTSD symptoms.
1802857P41S3,,EvidenceSentence,Treatment providers reported the Veteran's service in Okinawa on riot control and that the Veteran reported seeing upsetting incidents.
1802857P41S4,,EvidenceSentence,"The Veteran reported that he did not previously seek help because he was concerned he would be labelled as crazy, but that since retirement he has had increased difficulty falling asleep due to his nightmares."
1802857P41S5,,EvidenceSentence,He reported that his nightmares are related to his service in Okinawa and the riots.
1802857P41S6,,EvidenceSentence,The Veteran's treatment provider recorded the Veteran endorsed PTSD symptoms of nightmares every night and symptoms of depression.
1802857P42S2,,EvidenceSentence,In August 2013 the Veteran underwent a VA mental health examination.
1802857P42S3,,EvidenceSentence,The examiner diagnosed PTSD.
1802857P42S4,,EvidenceSentence,"He reported that the Veteran began having issues with anxiety, depression, insomnia, flashbacks, nightmares, and irritability after service."
1802857P42S5,,EvidenceSentence,The examiner recorded two stressors.
1802857P42S6,,EvidenceSentence,"He reported that witnessing riots in Okinawa, including seeing American civilians pulled from their vehicles and being beaten met Criterion A to support a PTSD diagnosis and was related to the Veteran's fear of hostile military or terrorist activity."
1802857P42S7,,EvidenceSentence,"He also reported that the Veteran's experience cleaning out ships with vehicles from Vietnam that frequently contained human remains met Criterion A to support a PTSD diagnosis, but was not related to the Veteran's fear of hostile military or terrorist activity."
1802857P42S8,,EvidenceSentence,He reported that both stressors contributed to the Veteran's diagnosis of PTSD.
1802857P42S9,,EvidenceSentence,A February 2015 disability benefits questionnaire also reflects the Veteran's PTSD diagnosis and ongoing treatment.
1802857P43S2,,Sentence,
1802857P44S2,ReasoningSentence,FindingSentence,There is no conflicting medical evidence pertaining to the question of whether the Veteran has a current diagnosis of PTSD related to the claimed in-service stressor.
1802857P44S3,,EvidenceSentence,"As noted, the testimony and the statements submitted in support of the Veteran's claim consistently and credibly reported the details of his alleged in-service stressor."
1802857P44S4,,EvidenceSentence,"Notably, the Veteran's wife testified that she witnessed the circumstances of the same stressor that the August 2013 VA examiner reported demonstrated evidence of hostile military or terrorist activity to support a diagnosis of PTSD."
1802857P44S5,,FindingSentence,"In summary, the probative evidence of record shows a verified in-service stressor, medical evidence diagnosing PTSD based on that stressor, and a link between the Veteran's current symptoms of PTSD and the in-service stressor."
1802857P44S6,,FindingSentence,"Therefore, service connection for PTSD is warranted."
1802857P44S7,,CitationSentence,"38 C.F.R. Â§ 3.102; see also Gilbert, 1 Vet. App. at 53."
1802857P45S2,,Sentence,
1802857P46S1,,Sentence,ORDER
1802857P47S2,,Sentence,Service connection for PTSD is granted.
1802857P48S2,,Sentence,____________________________________________
1802857P49S2,,Sentence,Nathan Kroes
1802857P50S2,,Sentence,"Veterans Law Judge, Board of Veterans' Appeals"
1802857P51S2,,Sentence,Department of Veterans Affairs
1803013P1S1,,Sentence,Citation Nr: 1803013
1803013P2S1,,Sentence,Decision Date: 01/16/18    Archive Date: 01/29/18
1803013P3S1,,Sentence,DOCKET NO.  10-03 653)	DATE
1803013P4S2,,Sentence,On appeal from the
1803013P5S2,,Sentence,"Department of Veterans Affairs Regional Office in Detroit, Michigan"
1803013P6S1,,Sentence,THE ISSUES
1803013P7S2,,Sentence,1.
1803013P7S3,,Sentence,"Entitlement to service connection for erectile dysfunction, to include as secondary to service-connected posttraumatic stress disorder (PTSD)."
1803013P8S2,,Sentence,2.
1803013P8S3,,Sentence,Entitlement to a rating in excess of 70 percent for PTSD
1803013P9S2,,Sentence,3.
1803013P9S3,,EvidenceSentence,"Entitlement to an initial compensable rating for bilateral hearing loss prior to December 15, 2015, and in excess of 10 percent since that date."
1803013P10S1,,Sentence,REPRESENTATION
1803013P11S2,,Sentence,Appellant represented by:Vietnam Veterans of America
1803013P12S1,,Sentence,ATTORNEY FOR THE BOARD
1803013P13S2,,Sentence,"B. Moore, Associate Counsel"
1803013P14S1,,Sentence,INTRODUCTION
1803013P15S2,,EvidenceSentence,"The Veteran served on active duty from February 1969 to February 1971, to include service in the Republic of Vietnam."
1803013P15S3,,EvidenceSentence,He was awarded the Bronze Star.
1803013P16S2,,LegalRuleSentence,"This matter is before the Board of Veterans' Appeals (Board) on appeal from a July 2009 rating decision of the Detroit, Michigan, Regional Office (RO) of the Department of Veterans Affairs (VA) which granted service connection and assigned initial ratings for PTSD and hearing loss, effective October 31, 2008."
1803013P16S3,,Sentence,"In a July 2010 rating decision, the evaluation for PTSD was increased from 10 to 50 percent, effective the date of the grant of service connection."
1803013P16S4,,EvidenceSentence,"In connection with this appeal, the Veteran and his wife testified at hearings before a Decision Review Officer (DRO) in April 2010 and May 2011."
1803013P16S5,,Sentence,Transcripts of the hearings are of record.
1803013P17S2,,Sentence,The Board remanded this case in November 2015.
1803013P17S3,,Sentence,The case has returned to the Board for adjudication.
1803013P17S4,,FindingSentence,The Board is satisfied that there has been substantial compliance with the remand directives and the Board may proceed with review.
1803013P17S5,,CitationSentence,"Stegall v. West, 11 Vet. App. 268 (1998)."
1803013P18S2,,Sentence,"In a March 2016 rating decision, the Appeals Management Center (AMC) increased the rating for PTSD to 70 percent, effective October 31, 2008; and increased the rating for hearing loss from noncompensable to 10 percent, effective December 15, 2015."
1803013P18S3,,EvidenceSentence,The issues before the Board are as noted on the title page.
1803013P19S1,,Sentence,FINDINGS OF FACT
1803013P20S2,,Sentence,1.
1803013P20S3,,FindingSentence,The evidence of record indicates that the Veteran's erectile dysfunction is related to his service-connected PTSD.
1803013P21S2,,Sentence,2.
1803013P21S3,,Sentence,"During the period on appeal, the Veteran has displayed hearing loss of the left ear manifested by average puretone air conduction thresholds at 1,000, 2,000, 3,000, and 4,000 Hertz of no worse than 50 decibels, and speech recognition ability (Maryland CNC test) of 78 percent."
1803013P22S2,,Sentence,3.
1803013P22S3,,Sentence,"During the period on appeal, the Veteran has displayed hearing loss of the right ear manifested by average puretone air conduction thresholds at 1,000, 2,000, 3,000, and 4,000 Hertz of no worse than 45 decibels, and speech recognition ability (Maryland CNC test) of 72 percent."
1803013P23S2,,Sentence,4.
1803013P23S3,,EvidenceSentence,"During the period on appeal, the Veteran's PTSD, was manifested, at worst, by occupational and social impairment with deficiencies in most areas."
1803013P24S1,,Sentence,CONCLUSIONS OF LAW
1803013P25S2,,Sentence,1.
1803013P25S3,,FindingSentence,The criteria for entitlement to service connection for erectile dysfunction have been met.
1803013P25S4,,CitationSentence,"38 U.S.C. Â§Â§ 1110, 5103, 5103A, 5107 (2012); 38 C.F.R. Â§Â§ 3.102, 3.159, 3.303 (2017)."
1803013P26S2,,Sentence,2.
1803013P26S3,,FindingSentence,The criteria for a rating in excess of 70 percent for PTSD have not been met.
1803013P26S4,,CitationSentence,"38 U.S.C. Â§ 1155; 38 C.F.R. Â§Â§ 4.1, 4.2, 4.7, 4.126, 4.130, Diagnostic Code (DC) 9411."
1803013P27S2,,Sentence,3.
1803013P27S3,,EvidenceSentence,The criteria for a compensable rating prior to December 2015 for a hearing loss disability have not been met.
1803013P27S4,,CitationSentence,"38 U.S.C. Â§ 1155; 38 C.F.R. Â§Â§ 4.1, 4.2, 4.7, 4.85, Diagnostic Code 6100."
1803013P28S2,,Sentence,4.
1803013P28S3,,FindingSentence,The criteria for a rating in excess of 10 percent for a hearing loss disability have not been met.
1803013P28S4,,CitationSentence,"38 U.S.C. Â§ 1155; 38 C.F.R. Â§Â§ 4.1, 4.2, 4.7, 4.85, Diagnostic Code 6100."
1803013P29S1,,Sentence,REASONS AND BASES FOR FINDINGS AND CONCLUSIONS
1803013P30S2,,Sentence,I. Legal Criteria
1803013P31S2,,LegalRuleSentence,"Establishing service connection generally requires medical or, in certain circumstances, lay evidence of (1) a current disability; (2) in-service incurrence or aggravation of a disease or injury; and (3) a link between the claimed in-service disease or injury and the present disability."
1803013P31S3,,CitationSentence,"Romanowsky v. Shinseki, 26 Vet. App. 289 (2013)."
1803013P31S4,,LegalRuleSentence,Secondary service connection will be granted if a disability is proximately due to or the result of a service-connected disease or injury or aggravated by a service-connected disease or injury.
1803013P31S5,,CitationSentence,"See Allen v. Brown, 7 Vet. App. 439 (1995) (en banc); 38 C.F.R. Â§ 3.310(a)-(b)."
1803013P31S6,,LegalRuleSentence,"With respect to aggravation, ""[a]ny increase in severity of a nonservice-connected disease or injury that is proximately due to or the result of a service-connected disease or injury, and not due to the natural progress of the nonservice-connected disease, will be service connected."""
1803013P31S7,,CitationSentence,38 C.F.R. Â§ 3.310(b).
1803013P32S2,,LegalRuleSentence,"Once service connection has been granted, disability evaluations are determined by the application of a schedule of ratings that are based on average impairment of earning capacity."
1803013P32S3,,CitationSentence,See 38 U.S.C. Â§ 1155; Part 4.
1803013P32S4,LegalRuleSentence,EvidenceSentence,"Separate diagnostic codes identify the various disabilities, and disabilities must be reviewed in relation to their history."
1803013P32S5,,CitationSentence,See 38 C.F.R. Â§ 4.1.
1803013P32S6,LegalRuleSentence,ReasoningSentence,"Pertinent general policy considerations include: interpreting examination reports in light of the whole recorded history, reconciling the various reports into a consistent picture so that the current rating may accurately reflect the elements of disability, resolving any reasonable doubt regarding the degree of disability in favor of the claimant, evaluating functional impairment on the basis of lack of usefulness, and evaluating the effects of the disability upon the veteran's ordinary activity."
1803013P32S7,,CitationSentence,"See 38 C.F.R. Â§Â§ 4.2, 4.3, 4.10; Schafrath v. Derwinski, 1 Vet. App. 589 (1991)."
1803013P32S8,,Sentence,This analysis is undertaken with consideration of the possibility that different ratings may be warranted for different periods.
1803013P32S9,,CitationSentence,"See Hart v. Mansfield, 21 Vet. App. 505 (2007)."
1803013P33S2,,LegalRuleSentence,"Where the issue is the initial disability evaluation assigned, VA must consider the medical evidence since the effective date of service connection, as well as whether staged ratings are appropriate."
1803013P33S3,,CitationSentence,"See Fenderson v. West, 12 Vet. App. 119 (1999)."
1803013P33S4,,LegalRuleSentence,"Further, ""[w]here there is a question as to which of two evaluations shall be applied, the higher evaluation will be assigned if the disability picture more nearly approximates the criteria required for that rating."
1803013P33S5,LegalRuleSentence,Sentence,"Otherwise, the lower rating will be assigned."""
1803013P33S6,,CitationSentence,38 C.F.R. Â§ 4.7.
1803013P34S2,,Sentence,PTSD
1803013P35S1,LegalRuleSentence,CitationSentence,"Acquired psychiatric disabilities are evaluated under 38 C.F.R. Â§ 4.130, with PTSD evaluated under Diagnostic Code 9411."
1803013P35S2,LegalRuleSentence,EvidenceSentence,"Under that diagnostic code, a 50 percent rating is warranted for occupational and social impairment with reduced reliability and productivity."
1803013P35S3,LegalRuleSentence,EvidenceSentence,"This may be due to such symptoms such as, for example: flattened affect; circumstantial, circumlocutory, or stereotyped speech; panic attacks more than once a week; difficulty in understanding complex commands; impairment of short-and long-term memory (e.g. retention of only highly learned material, forgetting to complete tasks); impaired judgment; impaired abstract thinking; disturbances of motivation and mood; difficulty in establishing effective work and social relationships."
1803013P35S4,,CitationSentence,See id.
1803013P36S2,LegalRuleSentence,EvidenceSentence,"A 70 percent rating is warranted when there is occupational and social impairment with deficiencies in most areas (such as work, school, family relations, judgment, thinking, and mood)."
1803013P36S3,LegalRuleSentence,EvidenceSentence,"This may be due to such symptoms such as, for example: suicidal ideations; obsessional rituals which interfere with routine activities; speech intermittently illogical, obscure, or irrelevant; near-continuous panic or depression affecting the ability to function independently, appropriately and effectively; impaired impulse control (such as unprovoked irritability with periods of violence); spatial disorientation; neglect of personal appearance and hygiene; difficulty in adapting to stressful circumstances (including work or a worklike setting); and the inability to establish and maintain effective relationships."
1803013P36S4,,CitationSentence,See id.
1803013P36S5,LegalRuleSentence,Sentence,A 100 percent rating is warranted if there is total occupational and social impairment.
1803013P36S6,LegalRuleSentence,EvidenceSentence,"This may be due to such symptoms such as, for example: gross impairment in thought processes or communication; persistent delusions or hallucinations; gross inappropriate behavior; persistent danger of hurting self or others; intermittent inability to perform activities of daily living (including maintenance of minimal personal hygiene); disorientation to time or place; memory loss for names of close relatives, own occupation or own name."
1803013P36S7,,CitationSentence,See id.
1803013P37S2,LegalRuleSentence,ReasoningSentence,"The above-cited criteria are ""not intended to constitute an exhaustive list, but rather are to serve as examples of the type and degree of the symptoms, or their effects, that would justify a particular rating."""
1803013P37S3,,CitationSentence,"Mauerhan v. Principi, 16 Vet. App. 436, 442 (2002)."
1803013P37S4,,LegalRuleSentence,"""[A] veteran may only qualify for a given disability rating under Â§ 4.130 by demonstrating the particular symptoms associated with that percentage, or others of similar severity, frequency, and duration."""
1803013P37S5,,CitationSentence,"Vazquez-Claudio v. Shinseki, 713 F.3d 112 (Fed. Cir. 2013)."
1803013P37S6,LegalRuleSentence,Sentence,"When evaluating a mental disorder, the frequency, severity, and duration of psychiatric symptoms, the length of remissions, and the veteran's capacity for adjustment during periods of remission must be considered."
1803013P37S7,,CitationSentence,See 38 C.F.R. Â§ 4.126.
